vendor,java,os,flavor,variant,status,method,source,size_bytes,size_mb,compressed_bytes,compressed_mb,java_home_mb,os_id,os_version_id,os_pretty_name,libc,libc_version,java_version,java_runtime_version,java_vendor,java_vm_name,trivy_os,trivy_eosl,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_unknown,vuln_total,fixable_critical,fixable_high,fixable_medium,fixable_low,fixable_unknown,fixable_total,base_image,base_digest,built_at,build_seconds,trivy_version,trivy_db_updated,note
redhat,25,ubi10-minimal,jdk,base,ok,official,registry.access.redhat.com/ubi10/openjdk-25,420229120,420.2,156884648,156.9,276.9,rhel,10.2,Red Hat Enterprise Linux 10.2 (Coughlan),glibc,2.39,25.0.4.1,25.0.4.1+1-LTS,"Red Hat, Inc.",OpenJDK 64-Bit Server VM,redhat 10.2,False,0,0,0,0,0,0,0,0,0,0,0,0,registry.access.redhat.com/ubi10/openjdk-25,registry.access.redhat.com/ubi10/openjdk-25@sha256:9d1f2ccfbc5c6eaabca3f40e1ceb0393c3e7a495f7796942d5bd52192e236f3c,2026-09-15T20:33:52+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
redhat,25,ubi10-minimal,jdk,updated,ok,official,registry.access.redhat.com/ubi10/openjdk-25,449200128,449.2,166726486,166.7,276.9,rhel,10.2,Red Hat Enterprise Linux 10.2 (Coughlan),glibc,2.39,25.0.4.1,25.0.4.1+1-LTS,"Red Hat, Inc.",OpenJDK 64-Bit Server VM,redhat 10.2,False,0,0,0,0,0,0,0,0,0,0,0,0,registry.access.redhat.com/ubi10/openjdk-25,registry.access.redhat.com/ubi10/openjdk-25@sha256:9d1f2ccfbc5c6eaabca3f40e1ceb0393c3e7a495f7796942d5bd52192e236f3c,2026-09-15T20:33:58+00:00,6,0.73.0,2026-09-15T07:08:16.463168542Z,
redhat,25,ubi10-minimal,jre,base,ok,official,registry.access.redhat.com/ubi10/openjdk-25-runtime,380227584,380.2,133156552,133.2,264.1,rhel,10.2,Red Hat Enterprise Linux 10.2 (Coughlan),glibc,2.39,25.0.4.1,25.0.4.1+1-LTS,"Red Hat, Inc.",OpenJDK 64-Bit Server VM,redhat 10.2,False,0,0,0,0,0,0,0,0,0,0,0,0,registry.access.redhat.com/ubi10/openjdk-25-runtime,registry.access.redhat.com/ubi10/openjdk-25-runtime@sha256:c49d36c03d0a9472935b9f318f709c4cf158afa2dc204099f1f463cfbf9d4626,2026-09-15T20:33:54+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
redhat,25,ubi10-minimal,jre,updated,ok,official,registry.access.redhat.com/ubi10/openjdk-25-runtime,405020672,405.0,141217304,141.2,264.1,rhel,10.2,Red Hat Enterprise Linux 10.2 (Coughlan),glibc,2.39,25.0.4.1,25.0.4.1+1-LTS,"Red Hat, Inc.",OpenJDK 64-Bit Server VM,redhat 10.2,False,0,0,0,0,0,0,0,0,0,0,0,0,registry.access.redhat.com/ubi10/openjdk-25-runtime,registry.access.redhat.com/ubi10/openjdk-25-runtime@sha256:c49d36c03d0a9472935b9f318f709c4cf158afa2dc204099f1f463cfbf9d4626,2026-09-15T20:33:58+00:00,4,0.73.0,2026-09-15T07:08:16.463168542Z,
redhat,25,ubi10,jdk,updated,ok,repo,java-25-openjdk-devel,553783296,553.8,192539528,192.5,276.9,rhel,10.2,Red Hat Enterprise Linux 10.2 (Coughlan),glibc,2.39,25.0.4.1,25.0.4.1+1-LTS,"Red Hat, Inc.",OpenJDK 64-Bit Server VM,redhat 10.2,False,0,0,0,0,0,0,0,0,0,0,0,0,registry.access.redhat.com/ubi10/ubi:latest,registry.access.redhat.com/ubi10/ubi@sha256:6e3f045f5380e8d8dffaea7e01bf926d2db44aff751048697e780d1253687843,2026-09-15T20:34:08+00:00,11,0.73.0,2026-09-15T07:08:16.463168542Z,
redhat,25,ubi10,jre,updated,ok,repo,java-25-openjdk-headless,527847424,527.8,179590833,179.6,264.1,rhel,10.2,Red Hat Enterprise Linux 10.2 (Coughlan),glibc,2.39,25.0.4.1,25.0.4.1+1-LTS,"Red Hat, Inc.",OpenJDK 64-Bit Server VM,redhat 10.2,False,0,0,0,0,0,0,0,0,0,0,0,0,registry.access.redhat.com/ubi10/ubi:latest,registry.access.redhat.com/ubi10/ubi@sha256:6e3f045f5380e8d8dffaea7e01bf926d2db44aff751048697e780d1253687843,2026-09-15T20:34:07+00:00,10,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,17,azurelinux,jdk,base,ok,official,mcr.microsoft.com/openjdk/jdk:17-azurelinux,466735104,466.7,212338288,212.3,281.2,azurelinux,3.0,Microsoft Azure Linux 3.0,glibc,2.38,17.0.20.1,17.0.20.1+1-LTS,Microsoft,OpenJDK 64-Bit Server VM,azurelinux 3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,mcr.microsoft.com/openjdk/jdk:17-azurelinux,mcr.microsoft.com/openjdk/jdk@sha256:bf52cc47a64c23f0aedecc205eb641c24a6795d85944eb41c27a1cc527561e4b,2026-09-15T20:33:59+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,17,azurelinux,jdk,updated,ok,official,mcr.microsoft.com/openjdk/jdk:17-azurelinux,466767872,466.8,212339793,212.3,281.2,azurelinux,3.0,Microsoft Azure Linux 3.0,glibc,2.38,17.0.20.1,17.0.20.1+1-LTS,Microsoft,OpenJDK 64-Bit Server VM,azurelinux 3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,mcr.microsoft.com/openjdk/jdk:17-azurelinux,mcr.microsoft.com/openjdk/jdk@sha256:bf52cc47a64c23f0aedecc205eb641c24a6795d85944eb41c27a1cc527561e4b,2026-09-15T20:34:17+00:00,18,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,17,azurelinux,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft ships no JRE image or package
microsoft,21,azurelinux,jdk,base,ok,official,mcr.microsoft.com/openjdk/jdk:21-azurelinux,494080000,494.1,225523811,225.5,308.5,azurelinux,3.0,Microsoft Azure Linux 3.0,glibc,2.38,21.0.12.1,21.0.12.1+1-LTS,Microsoft,OpenJDK 64-Bit Server VM,azurelinux 3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,mcr.microsoft.com/openjdk/jdk:21-azurelinux,mcr.microsoft.com/openjdk/jdk@sha256:c37248fbce09b9ecb57499534bf779b31bb93a73f82dbe1dfa3f8b344e7f001f,2026-09-15T20:33:59+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,21,azurelinux,jdk,updated,ok,official,mcr.microsoft.com/openjdk/jdk:21-azurelinux,494112768,494.1,225525315,225.5,308.5,azurelinux,3.0,Microsoft Azure Linux 3.0,glibc,2.38,21.0.12.1,21.0.12.1+1-LTS,Microsoft,OpenJDK 64-Bit Server VM,azurelinux 3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,mcr.microsoft.com/openjdk/jdk:21-azurelinux,mcr.microsoft.com/openjdk/jdk@sha256:c37248fbce09b9ecb57499534bf779b31bb93a73f82dbe1dfa3f8b344e7f001f,2026-09-15T20:34:23+00:00,24,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,21,azurelinux,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft ships no JRE image or package
microsoft,25,azurelinux,jdk,base,ok,official,mcr.microsoft.com/openjdk/jdk:25-azurelinux,538656768,538.7,244231237,244.2,353.1,azurelinux,3.0,Microsoft Azure Linux 3.0,glibc,2.38,25.0.4.1,25.0.4.1+1-LTS,Microsoft,OpenJDK 64-Bit Server VM,azurelinux 3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,mcr.microsoft.com/openjdk/jdk:25-azurelinux,mcr.microsoft.com/openjdk/jdk@sha256:36f4782d0fb581c8258d56da3a827a50cc7489360e7635957dcf0bd7bf861db3,2026-09-15T20:34:07+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,25,azurelinux,jdk,updated,ok,official,mcr.microsoft.com/openjdk/jdk:25-azurelinux,538689536,538.7,244232744,244.2,353.1,azurelinux,3.0,Microsoft Azure Linux 3.0,glibc,2.38,25.0.4.1,25.0.4.1+1-LTS,Microsoft,OpenJDK 64-Bit Server VM,azurelinux 3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,mcr.microsoft.com/openjdk/jdk:25-azurelinux,mcr.microsoft.com/openjdk/jdk@sha256:36f4782d0fb581c8258d56da3a827a50cc7489360e7635957dcf0bd7bf861db3,2026-09-15T20:34:26+00:00,19,0.73.0,2026-09-15T07:08:16.463168542Z,
microsoft,25,azurelinux,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft ships no JRE image or package
corretto,17,alpine,jdk,base,ok,official,amazoncorretto:17-alpine3.24-jdk,301395968,301.4,152809371,152.8,285.1,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,2,6,12,0,20,0,2,6,12,0,20,amazoncorretto:17-alpine3.24-jdk,amazoncorretto@sha256:8aa46a55845b61ba079f8289556fcc1a7887cdf303d360bc27140ab38300d44e,2026-09-15T20:34:08+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,alpine,jdk,updated,ok,official,amazoncorretto:17-alpine3.24-jdk,307970048,308.0,155558410,155.6,285.1,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:17-alpine3.24-jdk,amazoncorretto@sha256:8aa46a55845b61ba079f8289556fcc1a7887cdf303d360bc27140ab38300d44e,2026-09-15T20:34:10+00:00,2,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,alpine,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,17,debian,jdk,updated,ok,repo,corretto:java-17-amazon-corretto-jdk,471273472,471.3,244945889,244.9,336.5,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,debian 13.7,False,0,43,47,56,1,147,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:34:25+00:00,18,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,debian,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,17,ubuntu,jdk,updated,ok,repo,corretto:java-17-amazon-corretto-jdk,482955264,483.0,251893677,251.9,336.5,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,26,4,0,38,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:34:31+00:00,22,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,ubuntu,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,17,al2023,jdk,base,ok,official,amazoncorretto:17-al2023-jdk,478765056,478.8,211729427,211.7,277.0,amzn,2023,Amazon Linux 2023.12.20260831,glibc,2.34,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,29,30,0,0,59,0,29,30,0,0,59,amazoncorretto:17-al2023-jdk,amazoncorretto@sha256:510d6cdc0e822e2f6b6eb7b123a53338ea80f893c7f7a130c2806c135a27a6ff,2026-09-15T20:34:14+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,al2023,jdk,updated,ok,official,amazoncorretto:17-al2023-jdk,497082368,497.1,217904197,217.9,277.0,amzn,2023,Amazon Linux 2023.12.20260914,glibc,2.34,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:17-al2023-jdk,amazoncorretto@sha256:510d6cdc0e822e2f6b6eb7b123a53338ea80f893c7f7a130c2806c135a27a6ff,2026-09-15T20:34:28+00:00,14,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,al2023,jre,base,ok,official,amazoncorretto:17-al2023-headless,395489280,395.5,137057728,137.1,195.9,amzn,2023,Amazon Linux 2023.12.20260831,glibc,2.34,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,29,30,0,0,59,0,29,30,0,0,59,amazoncorretto:17-al2023-headless,amazoncorretto@sha256:e0610c64f7d4ad35c8a2fed1fdeb1460b80f7de5262c1ba5b71105c3bb498d24,2026-09-15T20:34:17+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,17,al2023,jre,updated,ok,official,amazoncorretto:17-al2023-headless,413212672,413.2,143155390,143.2,195.9,amzn,2023,Amazon Linux 2023.12.20260914,glibc,2.34,17.0.20.1,17.0.20.1+10-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:17-al2023-headless,amazoncorretto@sha256:e0610c64f7d4ad35c8a2fed1fdeb1460b80f7de5262c1ba5b71105c3bb498d24,2026-09-15T20:34:31+00:00,15,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,alpine,jdk,base,ok,official,amazoncorretto:21-alpine3.24-jdk,328638464,328.6,166053372,166.1,312.3,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,2,6,12,0,20,0,2,6,12,0,20,amazoncorretto:21-alpine3.24-jdk,amazoncorretto@sha256:ca805c030d45db58e93b2276580ea141aa7d33497009ab4c6b706c587a97e9b1,2026-09-15T20:34:23+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,alpine,jdk,updated,ok,official,amazoncorretto:21-alpine3.24-jdk,335212544,335.2,168802510,168.8,312.3,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:21-alpine3.24-jdk,amazoncorretto@sha256:ca805c030d45db58e93b2276580ea141aa7d33497009ab4c6b706c587a97e9b1,2026-09-15T20:34:26+00:00,3,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,alpine,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,21,debian,jdk,updated,ok,repo,corretto:java-21-amazon-corretto-jdk,499806208,499.8,260338296,260.3,365.0,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,debian 13.7,False,0,43,47,56,1,147,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:34:44+00:00,19,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,debian,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,21,ubuntu,jdk,updated,ok,repo,corretto:java-21-amazon-corretto-jdk,511492096,511.5,267162682,267.2,365.0,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,26,4,0,38,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:34:41+00:00,15,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,ubuntu,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,21,al2023,jdk,base,ok,official,amazoncorretto:21-al2023-jdk,506105856,506.1,225026123,225.0,304.3,amzn,2023,Amazon Linux 2023.12.20260831,glibc,2.34,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,29,30,0,0,59,0,29,30,0,0,59,amazoncorretto:21-al2023-jdk,amazoncorretto@sha256:734d2d5b26bfe8b95110ea61bacc10b9f576ac70ea10389d2d19c7a3f73a1a7f,2026-09-15T20:34:26+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,al2023,jdk,updated,ok,official,amazoncorretto:21-al2023-jdk,524427264,524.4,231200708,231.2,304.3,amzn,2023,Amazon Linux 2023.12.20260914,glibc,2.34,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:21-al2023-jdk,amazoncorretto@sha256:734d2d5b26bfe8b95110ea61bacc10b9f576ac70ea10389d2d19c7a3f73a1a7f,2026-09-15T20:34:41+00:00,15,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,al2023,jre,base,ok,official,amazoncorretto:21-al2023-headless,416051200,416.1,143929617,143.9,216.4,amzn,2023,Amazon Linux 2023.12.20260831,glibc,2.34,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,29,30,0,0,59,0,29,30,0,0,59,amazoncorretto:21-al2023-headless,amazoncorretto@sha256:de70a7b6495e70cc86d96d01c7352873827a277e5ac196d28e1bf6dcf254e62d,2026-09-15T20:34:28+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,21,al2023,jre,updated,ok,official,amazoncorretto:21-al2023-headless,433774592,433.8,150027356,150.0,216.4,amzn,2023,Amazon Linux 2023.12.20260914,glibc,2.34,21.0.12.1,21.0.12.1+9-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:21-al2023-headless,amazoncorretto@sha256:de70a7b6495e70cc86d96d01c7352873827a277e5ac196d28e1bf6dcf254e62d,2026-09-15T20:34:41+00:00,13,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,alpine,jdk,base,ok,official,amazoncorretto:25-alpine3.24-jdk,374550528,374.6,185371080,185.4,358.3,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,2,6,12,0,20,0,2,6,12,0,20,amazoncorretto:25-alpine3.24-jdk,amazoncorretto@sha256:2ad5f5cf03a3970f2478b130dc28f51b179ce13c58154fe3ec1a6fdeb3b86e3a,2026-09-15T20:34:32+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,alpine,jdk,updated,ok,official,amazoncorretto:25-alpine3.24-jdk,381124608,381.1,188131587,188.1,358.3,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:25-alpine3.24-jdk,amazoncorretto@sha256:2ad5f5cf03a3970f2478b130dc28f51b179ce13c58154fe3ec1a6fdeb3b86e3a,2026-09-15T20:34:33+00:00,1,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,alpine,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,25,debian,jdk,updated,ok,repo,corretto:java-25-amazon-corretto-jdk,544665600,544.7,279462187,279.5,409.9,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,debian 13.7,False,0,43,47,56,1,147,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:34:46+00:00,15,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,debian,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,25,ubuntu,jdk,updated,ok,repo,corretto:java-25-amazon-corretto-jdk,556351488,556.4,286307089,286.3,409.9,ubuntu,26.04,Ubuntu 26.04.1 LTS,glibc,2.43,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,ubuntu 26.04,False,0,8,26,4,0,38,0,8,0,0,0,8,ubuntu:26.04,ubuntu@sha256:513c074113a871b51a8d16ab445c88779d6452d937a164fb5cc479f32668a41d,2026-09-15T20:34:53+00:00,20,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,ubuntu,jre,,not-available,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corretto ships JDK packages only on Alpine, Debian and Ubuntu"
corretto,25,al2023,jdk,base,ok,official,amazoncorretto:25-al2023-jdk,551645184,551.6,244059223,244.1,349.9,amzn,2023,Amazon Linux 2023.12.20260831,glibc,2.34,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,29,30,0,0,59,0,29,30,0,0,59,amazoncorretto:25-al2023-jdk,amazoncorretto@sha256:f0049986a5be7e9edd4c2cf27d28bfd5fec51aea20dd0d5bfda748f43a2595a8,2026-09-15T20:34:41+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,al2023,jdk,updated,ok,official,amazoncorretto:25-al2023-jdk,569966592,570.0,250234717,250.2,349.9,amzn,2023,Amazon Linux 2023.12.20260914,glibc,2.34,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:25-al2023-jdk,amazoncorretto@sha256:f0049986a5be7e9edd4c2cf27d28bfd5fec51aea20dd0d5bfda748f43a2595a8,2026-09-15T20:34:57+00:00,15,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,al2023,jre,base,ok,official,amazoncorretto:25-al2023-headless,457129984,457.1,158343445,158.3,257.5,amzn,2023,Amazon Linux 2023.12.20260831,glibc,2.34,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,29,30,0,0,59,0,29,30,0,0,59,amazoncorretto:25-al2023-headless,amazoncorretto@sha256:03135c74260b73f04b55ee8f6fa7e8e4415348b43479ebfa4125ac6443ec9e71,2026-09-15T20:34:41+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
corretto,25,al2023,jre,updated,ok,official,amazoncorretto:25-al2023-headless,474853376,474.9,164442402,164.4,257.5,amzn,2023,Amazon Linux 2023.12.20260914,glibc,2.34,25.0.4.1,25.0.4.1+8-LTS,Amazon.com Inc.,OpenJDK 64-Bit Server VM,amazon 2023.12.20260831 (Amazon Linux),False,0,0,0,0,0,0,0,0,0,0,0,0,amazoncorretto:25-al2023-headless,amazoncorretto@sha256:03135c74260b73f04b55ee8f6fa7e8e4415348b43479ebfa4125ac6443ec9e71,2026-09-15T20:34:56+00:00,15,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,alpine,jdk,base,ok,official,eclipse-temurin:17-jdk-alpine-3.24,343048192,343.0,170258744,170.3,280.4,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,5,11,18,0,34,0,5,11,18,0,34,eclipse-temurin:17-jdk-alpine-3.24,eclipse-temurin@sha256:0bd5d65efad5c8d9f8d8e6573aa5c8851237550605ff18ff78fee5810c2ebe25,2026-09-15T20:34:42+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,alpine,jdk,updated,ok,official,eclipse-temurin:17-jdk-alpine-3.24,352288768,352.3,173725496,173.7,280.4,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,eclipse-temurin:17-jdk-alpine-3.24,eclipse-temurin@sha256:0bd5d65efad5c8d9f8d8e6573aa5c8851237550605ff18ff78fee5810c2ebe25,2026-09-15T20:34:46+00:00,4,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,alpine,jre,base,ok,official,eclipse-temurin:17-jre-alpine-3.24,190210048,190.2,68002893,68.0,141.5,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,5,11,18,0,34,0,5,11,18,0,34,eclipse-temurin:17-jre-alpine-3.24,eclipse-temurin@sha256:27cc0849148c0fd32ee8e95988917becf9bc96a3182a24f99d9763aa8e90f8cb,2026-09-15T20:34:45+00:00,0,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,alpine,jre,updated,ok,official,eclipse-temurin:17-jre-alpine-3.24,199438336,199.4,71472528,71.5,141.5,alpine,3.24.1,Alpine Linux v3.24,musl,1.2.6,17.0.20,17.0.20+8,Eclipse Adoptium,OpenJDK 64-Bit Server VM,alpine 3.24.1,False,0,0,0,0,0,0,0,0,0,0,0,0,eclipse-temurin:17-jre-alpine-3.24,eclipse-temurin@sha256:27cc0849148c0fd32ee8e95988917becf9bc96a3182a24f99d9763aa8e90f8cb,2026-09-15T20:34:47+00:00,2,0.73.0,2026-09-15T07:08:16.463168542Z,
temurin,17,debian,jdk,updated,ok,repo,adoptium:temurin-17-jdk,485453824,485.5,250429222,250.4,333.2,debian,13,Debian GNU/Linux 13 (trixie),glibc,2.41,17.0.20.1,17.0.20.1+1,Eclipse Adoptium,OpenJDK 64-Bit Server VM,debian 13.7,False,0,45,57,60,1,163,0,0,0,0,0,0,debian:trixie-slim,debian@sha256:d7e12182ce18b85b93007c1dedf31f2d29e01ccf3182cc4017c709b6259bc132,2026-09-15T20:35:12+00:00,26,0.73.0,2026-09-15T07:08:16.463168542Z,
